Film,Commentaire,Sentiment
Intouchable,"Je ne peux pas dire que ce film est nul mais ce n'est pas non plus le phénomène de l'année. Il m'est impossible de comprendre tout l'engouement médiatique autour de ce film et le succès qu'on lui connait. J'ai passé un assez bon moment mais je ne supporte pas les gens qui hurlent de rire devant des blagues qui ma foi ne me paraissent pas si drôles. Voilà ce qui a en partie gâché le film.En bref, j'ai l'impression de m'être fait arnaqué et je suis sorti déçu du cinéma après un film moyen qui ne mérite pas sa place en haut de l'affiche.",Negatif
Intouchable,"De bons gag qui font rire de bon cœur relèvent le faible niveau de cette comédie convenue et décevante.Mais ce qui me fait particulièrement réagir est ma surprise qu'aussi peu de personnes, de médias et d'associations n'aient été choqués par cette scène d'ouverture sidérante où l'on voit une personne handicapée à cause d'un accident (pas de la route certes) et son accompagnateur conduire avec plaisir d'une manière extrêmement dangereuse, au mépris du risque créé pour les autres usagers de la route qui n'ont rien demandé à personne, comme souvent.C'est au mieux une belle faute de gout et au pire une grande irresponsabilité routière bien française (c'est bien connu, on conduit toujours mieux que les autres...).",Negatif
Intouchable,"On m'avait raconté tant de bien à propos de ce film, qu'il était marrant à se rouler par terre, que l'histoire était extraordinaire, bref quand je suis allée le voir je m'attendais à voir LE film de l'année. Et bien que nenni. Je me suis ennuyée, pas ri une seule fois, film rempli de clichés, bref film juste affreusement simpliste. Je ne comprendrai malheureusement jamais cet engouement pour ce film. Et pourtant l'histoire de base permettait de faire quelque chose de bonne qualité, mais tout a été gâché par un scénario à la limite du réchauffé.",Negatif
Intouchable,"Lorsque j'ai constaté avec un certain effroi que l'on était en train de faire de ce film la merveille du 7ème art de la dernière décennie... je me suis dit... mon pote, il faut à tout prix que tu ailles voir cette merveille. C'est ce que j'ai donc fait, avec un petit enthousiasme... et pour cause... le film est lourd et irréaliste complet, on nous brosse un tableau sur la tolérance proche du comique. On nous montre un handicapé plus riche que Crésus lui-même (entendons-nous bien, ce handicap est atroce et très difficile à vivre, en rien je ne chercherais ici à le minimiser). Mais dans ce film, on ne peut juste que divulguer la haine à ceux qui eux n'ont pas les moyens et qui galèrent profondément dans la vie de tous les jours en vivant ce lourd handicap. Quant à notre Omar SY, la révélation absolue... LOL, de qui se moque-t-on ? Les Français aiment-ils la soupe ? Dans ce film on nous montre un grossier banlieusard qui pénètre une demeure de plusieurs millions d'euros, lors du recrutement celui-ci fauche un oeuf Fabergé, insulte quasiment tout le monde et traite le patron de bouffon (en gros) et ""ho"" stupeur... il retient toute l'attention du recruteur LOL, et on va même lui donner sa chance... (c'est beau le cinéma non ?). Ensuite bien entendu, Omar va rouler les plus belles bagnoles et créer les plus beaux excès pour plaire à son patron... et vous savez quoi, ça fonctionne. Alors une petite chose, de (1) les blagues d'Omar sont lourdingues au possible, j'avais mal au coeur pour lui... de (2)... Cluzet tout nu est pétant de santé, pour jouer ce rôle ils auraient au moins pu faire un petit effort. Et enfin, quiconque se conduira comme Omar dans sa vie professionnelle en souhaitant décrocher un job de rêve... se met le doigt dans l'oeil jusqu'au coude... désolé de briser vos chimères mais... la vie c'est tout... sauf ce film qui est à ranger dans la catégorie navet. Quand je pense que les ventes dépassent ""la grande vadrouille"" ou ""le titanic""... de réels chefs d'oeuvres... je dis... où va-t-on.",Negatif
Intouchable,"Parfois sympathique, mais racolage à tous les étages !",Negatif
Intouchable,"Franchement, je ne comprends pas cet engouement pour ce navet.",Negatif
Intouchable,"Même si ça aprt d'un bon sentiment le film prend la direction du cliché directement. Déjà par l'aristo handicapé (qui connait un châtelain en fauteuil roulant franchement ?!) et ensuite par le fait qu'il prenne un assistant noir ?! Sérieusement même E.T. est plus crédible comme film. Le jeu d'Omar est comme à son habitude, ""too much"" et complètement ridicule comme lors de son SAV ou des ces sketch avec son comparse encore plus antipathique. Voila à quoi ce résume le gout des français, un film bateau avec un scénar bidon tout comme les Ch'tis. Manque plus que Mimi Mathy et là c'est le carton plein !",Negatif
Intouchable,"Je met seulement une étoile a ce film car il n'en mérite pas plus! l'histoire de la rencontre entre un jeune banlieusard noir avec un riche homme blanc est de prime abord trés touchante, seulement le film part dans des clichés absolument inssuportable. Le mec qui joue le rôle de driss ( omar sy) est grossier et infréquentable même dans des milieux ou il n'avait pas sa place.Puis dans le cas de l'homme riche qui ne sait pas quoi faire de son argent et le dépense dans des arts insignifiante le tableau qui est réprésenté dans le film est immonde et je pèse mes mots! apres cela est peut être inspiré d'une histoire vraie mais ils auraient pu faire des efforts, de ne pas cumuler tout ces nombreux clichés grostesques. Je n'ai rien aimer dans ce film d'ailleurs j'ai a peine ris,j'ai qd même mis une étoile car elle s'inspire d'un scénarios réel et d'un fait particulèrement touchant la rencontre entre deux mondes qui n'étaient de prime abords pas du tt destinés a se côtoyer!A ce jour je ne comprend pas pourquoi ce film a connu un tel succès cela demeurera un mystère pour moi.",Negatif
Intouchable,"Ce film est bourré de stéréotypes, les acteurs ne jouent pas, ils sont tout simplement eux-mêmes, le scénario n'a rien d'original ou de révélateur. Encore un mauvais film qui doit sont succès au tapage médiatique et à la mode de la victimisation hypocrite.Ce film ne rend pas du tout hommage au cinéma Français, même actuel et doit faire passer ce dernier aux yeux du reste du monde comme étant de très bas niveau.",Negatif
Intouchable,"Que la critique note 4 sur 5 ce nanar c'est un comble! Mis à part le message ""les mecs de banlieue ne sont pas si mal, et il gagnent fort à être connus"", ce qui n'est pas faux du reste, il a quoi pour lui ce film? Cette note reflète juste le parti pris de favoriser les films qui font dans le politiquement correct, sans souci de leur valeur intrinsèque.",Negatif
Intouchable,"Habituellement, je ne rie pas beaucoup au cinéma ; et ce film, m'a vraiment fait rigoler sans que je me force ! C'est incroyable, un superbe film français avec un Omar et un Cluzer au top. Les musiques sont agréable, notamment la première durant le générique. J'èspère vraiment qu'il dépassera les Ch'ti qui ne vaut pas grand chose a coté, c'est tout ce que je souhaite a ce film. J'ai mis qu'une seule étoile pour que vous lisiez cette critique. Aller voir ce film, pas de septicisme! Et si vous êtes déja aller le voir, un deuxième visionnage permet de voir le film sous un angle différent, et ce qui est incroyable, c'est que c'est toujours aussi touchant et drôle. Mot de la fin : Foncez.",Negatif
Intouchable,"Des poncifs comme s'il en pleuvait. Un scénario avec de grosses ficelles. Des critiques en vrac de la littérature (ennuyeuse et inutile), de la musique (qui endort), de la peinture (fumisterie). Le tout sur un fond de : la crise connais-pas.",Negatif
Intouchable,Un film rempli de stereotype tout juste bon a faire ricaner un adolescent.Un mystere demeure : comment ce film a eu tant de succes ?,Negatif
Intouchable,c'est un film Drôme émouvant qui dégage une force tres forte d'humaineté entre un handicap et un jeune des cités.,Negatif
Intouchable,Ce film est magnifique .sérieux il y a de tout dans cette OUEVRE car c ce qu'est ce film une ouevre,Negatif
Intouchable,Ce film est très émouvant. Surtout quand sa raconte la vie d'un jeune sorti de prison qui s'occupe d'un personne qui ne peut plus rien faire elle même.,Negatif
Intouchable,"Amoureux du cinéma, passez votre chemin. Clichés, surcouche de guimauve, techniquement raté. Sans rythme, fade et sans réflexion profonde, on sent bien le ""tiré-partie"" de l'histoire vrai pour en faire un film à la frontière du burlesque. J'ai risqué l'indigestion.Néanmoins le film reste accessible, c'est bien là sa seule force que même un enfant de 6ans serait capable de le décortiquer...",Negatif
Intouchable,on ma conseillé de le voir a tout pris . je me suis jamais autant ennuyé et en plus j'ai meme pas rigolé une seul fois . je ne comprend pas le succes de ce film .,Negatif
Intouchable,"Je me permets de poster un commentaire bien que n’ayant pas vu le film. Je ne l’ai pas vu car un membre de ma famille est tétraplégique depuis 15 ans suite à une maladie orpheline. Il passe sa journée sanglé dans un fauteuil roulant, incapable même de lire un livre puisqu’il ne peut en tourner les pages. Chaque soin à lui prodiguer est une épreuve. Il est emprisonné dans son corps.Cela aurait été insoutenable pour moi de voir ce film, et il m’est très difficile d’assister à un tel engouement pour celui-ci. Je ne juge pas les gens qui s’extasient. Je veux juste témoigner et dire que la réalité du handicap est tout autre, d’autant plus quand la personne n’est pas millionnaire et ne peut se permettre une aide à domicile 24h/24. Oui le film est peut-être beau. Mais non il ne peut pas nous apprendre quelque chose sur le handicap, et non il ne peut pas changer notre regard sur lui. Changer quel regard ? Atténuer les difficultés quotidiennes auxquels les handicapés sont confrontés ? Quand je lis que le film permet de « ne plus percevoir le handicap comme une fatalité », je suis indignée. La personne qui se permet d’écrire un tel commentaire est-elle paralysée de ses jambes et de ses bras ?J’aimerais avoir l’opinion de personnes tétraplégiques sur ce film. Après tout elles sont les premières concernées.On passe sûrement un très bon moment, mais s’il vous plait gardez en mémoire que c’est un film, certes inspiré d’une histoire vraie, mais qui est traitée à la manière d’un conte.",Negatif
Intouchable,"Pas mieux que la critique des Inrocks qui a sonné très juste à mes oreilles. Du Joséphine ange gardien, parsemé de blagues niaises style SAV. Et l'on devrait s'émouvoir sous prétexte que c'est une histoire vrai, alors certes, l'histoire originale est touchante, mais ce remake de la réalité est un des grands moments d'ennui du cinéma français. Un film ou les clichés se multiplient plus vite que les blagues vaseuses dont il est doté.",Negatif
Intouchable,"Cliché, mielleux, pompeux, le monde des bisounours version handicap, je le classe au niveau d'avatar c'est dire. Puis très marrant les millions de gens qui ont été bouleversés par ce film mais qui n'irait pas faire un détour de 5 mètres pour aider un handicapé en fauteuil.",Negatif
Intouchable,"J'étais allée voir ce film pour François Cluzet à la base. En me disant ""ah peut-être que d'autres acteurs retiendront mon attention."" Je suis ressortie de la salle du cinéma en ayant effectivement retenu quelques petites choses de ce film: il est bourré de clichés, en veux tu en voilà, jusqu'aux ados qui apparaissent deux fois dans le film avec des voix à chier et des dialogues cul-cul à mort (mais encore, ça m'a légèrement fait rire), le logo du SAV de Canal aurait pu être ajouté sans problème en haut à gauche pour toutes les vannes douteuses et tous les rires exagérés d'Omar, la mise en scène est particulièrement pauvre. La bande-annonce est en fait mieux que le film, le film n'apporte rien de plus que la bande-annonce, c'est un concept vraiment très intéressant... Ce film est comme un paquet de Granola: on nous vend l'emballage en vérité, plus que le contenu lui-même. Donc j'ai été voir ce film pour François Cluzet et je n'ai pas été déçue: il n'y avait que lui à voir. Ah, si, j'ai été touchée que ce soit tiré d'une histoire vraie. Mais beaucoup moins touchée de la manière dont l'histoire à été traitée.",Negatif
Intouchable,je suis sortie bouleversé par cette histoire authentique et par la justesse du duo Cluzet / OMar !Mention particulière a Omar qui a pris tout le monde a contre pied car un role comme celui ci n'était pas facile a incarner et on peut dire que il l'a interprète avec beaucoup de tact....,Negatif
Intouchable,"Alors c'est ça la comédie française dont on dit tant de bien ? Mais quelle médiocrité ! Encore si c'était pourri, je me serais peut-être marré une ou deux fois... Mais là c'est juste plat, insipide, niais, sans risque, 100% politiquement correct. Déjà, pour moi François Cluzet (que j'adorais) il est grillé depuis qu'il a fait Les petits mouchoirs (autre symbole de la médiocrité française). Clichés, lenteur, ennui... et ce n'est même pas drôle ! Non mais, c'est à désespérer ! Je vomis cette petite clique étriquée du cinéma français, qui doit en plus se prendre pour des génies parce que la masse de spectateurs moutons a perdu tout sens critique.",Negatif
Intouchable,"Mais qu'est-ce qu'un comédien de l'envergure de Cluzet est allé faire dans cette galère ? Ce film est complètement baclé. Le buzz, dont je me méfie de plus en plus, ne donne aucune garantie d'un bon film. Ca se vérifie encore ici.Je cherche encore la moindre trace de talent chez Omar Sy. Suffit pas de zigzaguer en Maserati à fond la caisse dans la circulation (bel exemple pour les jeunes conducteurs !) en fumant un pétard. Et certains osent écrire sans rire qu'il est ""génial"". N'est pas Morgan Freeman qui veut.",Negatif
Intouchable,"Que le cinéma français continue avec son cynisme dégoûtant ! Il n'a pas de raison de s'arrêter, ça marche ! Mais tout de même, personne ne trouve rien à redire à un film où l'absence totale de mise en scène (mais comme dit Pierre Murat : après « Polisse », il faut s'y faire, c'est ça le cinéma français !) côtoie l'humour à deux balles (merci l'esprit Canal devenu totalement has been, allez voir Jud Appatow, bon sang !!!), et les propos réac qui jalonnent le film : la tirade sur les assedic et les assistés de la société, sur l'art moderne (n’importe qui peut faire des croûtes qui rapportent plein de thunes !), l'anti culturel comme marque de « cool attitude », et j’en passe .... Au secours ! On est mal ! Tout est nivelé vers le bas, vers les tréfonds de la bêtise. Et on est tellement impuissant face à ce désastre (la salle rie au sanglot, les spectateurs d’Allo ciné n’ont plus assez d’étoiles pour exprimer leur admiration ( !!!!), même « le Monde » trouve ça bien !).",Negatif
Intouchable,"J'ai horreur des films démagos et consensuels, des bons sentiments factices qui dégoulinent comme à la télé. L'imposture de l'année.",Negatif
Intouchable,"SANDRA H nous dit ce que nous devons penser et nous éclaire de sa grande intelligence sur nous-même . Aussi nous apprenons que si nous n' aimons pas ce film c' est que nous sommes insensible , stupide ou carrément raciste ! Malheureusement les insupportables donneur de leçons bienpensant comme cette dinde de Sandra sont légion dans notre beau pays . Toutefois il est encore possible, pour l' instant , d' avoir un regard critique et de ne pas s' extasier béatement devant un tel concentré de clichés démogos politiquement correct .",Negatif
Intouchable,"Presque une année s'est écoulée depuis sa sortie et je ne comprends toujours pas l'engouement qu'il y a eu pour ce film. Un montage insupportable mal coupé (ou trop découpé), un casting ""sans plus"" et une absence frappante d'action et de dialogues pour un film tout simplement interminable. Intouchable, justement, je l'ai été: ce film ne m'a pas touché du tout. Suis-je le seul?",Negatif
Intouchable,"1er sur 250 ! C'est une honte que ce film passe devant ""Seven"", ""La ligne verte"" ou ""Le silence des agneaux"".. Il attendrit la chance car il fait pitié. Un humour déjà vu, des acteurs connus et voilà des gens paient pour allez voir un ""navet"" !!!",Negatif
Intouchable,"ce film donne envie de vomir, franchement ils avaient de l'argent à perdre",Negatif
Intouchable,"pas drôle, pas crédible, j'ai du sourire 2 fois à peine.",Negatif
Intouchable,"Incroyable hallucination collective autour de ce film pénible enfilant les clichés comme des perles. Omar Sy cabotine comme jamais peu aidé par des dialogues ""humour Canal "" souvent consternants. Dépourvu de tout rythme et de tout intérêt cinématographique ce film ennuie, agace puis exaspère.François Cluzet mérite bien mieux que ce téléfilm poussif.A éviter.",Negatif
Intouchable,"Je met cette note injuste juste pour passer un petit coup de gueule, j'ai pour habitude de regarder le ""Top 250"" des films pour en trouver un sympa à regarder le soir, je trouve alors normal de voir dans ce classement Fight Club, , Usual Suspects, Reservoir Dogs et la plupart des ""classiques"" de ma génération (J'ai 18 ans). Mais on voit en 1 ère position de ce classement : Intouchables, qui est certes une bonne comédie à regarder mais de là à voir plus de la moitié des personnes qui ont noté ce film lui mettre 5/5 !!! C'est juste ""un peu"" abusé sur la qualité de ce film.Ce qui est aussi le cas pour des dessins animés récents qui commence à envahir le top ainsi que des films tel que ""Avengers"" ou ""Twilight love"". Certes ce classement ne doit pas être constitué seulement d'ancien film mais je trouve quand même plus sympa de voir le seigneur des anneaux, star wars (même si je ne suis pas fan) , la série batman de cristopher nolan, le parrain, il était une fois en amérique et d'autre classique que des films actuels surnoté.Donc merci d'essayer de noter justement les films pour ne pas faire de ce classement une masse de nouveaux films surévalué. A bon entendeur.",Negatif
Intouchable,"Ce film ou ""truc"", aurait du s'appeler ""clichés en série""bref du cinéma français",Negatif
Intouchable,"Lénifiant, dégoulinant de bons sentiments "" cinématographiques "",et je dis bien "" cinématographiques "", car comme d'habitude,ils se ruent voir le film, et se donnent une bonne consciencegenre : "" oh oui, que c'est beau de s'aimer les uns les autres, de pas faire de différences,nana ni nana na ..... "" et quand le troupeau sort de la salle, il s'en contre balancedes handicapés, des différences, de la misère .....Marre de ces films "" alibis bonne conscience "".",Negatif
Intouchable,"Ce film est d'une nullité affligeante et bourré de clichés, il transpire la propagande multiculturelle bisounoursesque. Ça fait 40 ans qu'on n'écoute plus Earth Wind and Fire dans les banlieues en France, il serait temps que les bobos se mettent à jour, et qu'ils arrêtent de persister à faire croire aux Français que ce qu'ils voient tous les jours et l'insécurité dont ils sont victimes ne sont que des « sentiments d'insécurité ». Franchement, je me demande si les subventions au cinéma Français sont une si bonne chose que ça lorsqu'on voit la succession de bouses qu'on nous sert. Au passage, j'espère que les visiteurs d'Allociné ne manqueront pas de sanctionner le « bourrage d'urnes » manifeste en faveur des votes 5 étoiles, ce genre de manipulations est révélateur, et bien digne du contenu du film : en dessous de zéro.",Negatif
Intouchable,"Un vrai film qui pue.Caricatural et manipulateur, qui nous donne une fausse image de ces jeunes de banlieues. Ce n'est pas la réalité, beaucoup plus immonde. Et la présenter sous couvert de comédie, afin de bien duper les gens (on fait tout passer par le rire), c'est insulter les millions de personnes qui souffrent quotidiennement de cette violence.A quand le projet film drole sur la pédophilie, qu'on rigole encore un bon coup ?",Negatif
Intouchable,"Ce n'est pas parce qu'un film est un gros succès commercial qu'il est bon, la preuve en est avec cet amas de poncifs qu'est Intouchables.J'ai détesté ce film pour trois raisons essentielles :- le sujet en lui-même, à savoir la rencontre entre un grand bourgeois et un homme de la banlieue ... On nous l'a déjà fait, la rencontre de deux personnes diamétralement opposées, et en bien mieux (exemple avec la Vie est un long fleuve tranquille)- la cabotinage horripilant de Omar Sy, dont l'interprétation est chargée et peu sincère (ici on est au cinéma, pas au médiocre SAV de C+) : il est là parce qu'il VEUT faire rire et pas parce que son rôle est drôle- le message populiste du film qui tente de réconcilier les français entre eux, en leur faisant croire qu'un grand bourgeois a besoin d'un homme des banlieues, c'est éculé et ca sonne faux. Dans la vie, on a besoin de toute personne intéressante et honnête, et pas selon une origine ou un cadre de vie. En cela je trove ce film manipulateur.Pourquoi étais-je allé voir ce film ? D'abord par bouche-à-oreille, ensuite par intérêt pour Cluzet, acteur que je trouve plutôt bon.",Negatif
Intouchable,"J'ai découvert sur le tard ce film au label ""grand public"" dont tout le monde faisait grand cas. Eh bien en toute honnêteté, ce n'est pas fameux, et particulièrement longuet. Il ne suffit pas d'avoir une idée (tirée d'ailleurs d'une ""histoire vraie"") à laquelle on ajoute une succession de saynètes qui se veulent drôles, pour faire un bon film. Le résultat est un scénario faiblard et poussif et surtout une succession de clichés et de poncifs consternants :- le millionnaire handicapé aigri mais qui succombe (forcément) à la tchatche du jeune-black-de-banlieue- le millionnaire handicapé raffiné qui initie aux charmes de la poésie et de l'art le jeune-black-de-banlieue (qui n'y connaît rien, forcément)- le jeune-black-de-banlieue émoustillé par la jolie secrétaire bobo (elle lui apprend à la fin du film en se foutant de lui qu'elle est homosexuelle ; il n'avait vu que du feu, le pauvre bougre, et il se retrouve comme un con)- le jeune-black-de-banlieue redresseur de tort quand il apprend que l'insupportable et capricieuse fille (adoptive) du millionnaire handicapé a été insultée par son ex petit copain- le jeune-black-de-banlieue au grand coeur qui goupille un rendez-vous galant pour le millionnaire handicapé (scène finale)- séquence émotion avec le récit de l'adoption du jeune-black-de-banlieue...J'en passe...Que c'est long ! Que c'est lourd et dégoulinant de bons sentiments ! Les quelques ""gags"" à 2 balles sont téléphonés. C'est d'un conformisme absolu. Que les deux acteurs soient bons ne suffit pas à sauver ce film du désastre.",Negatif
Intouchable,un jeune de banlieu et le bourgeois handicapé !!! On pouvait pas faire plus cliché pour faire une belle daube ... et ça ç est du cinéma??Le pire c est que ça marche..evidement les producteurs vont courir apres ce genre de m.... pauvre France..pauvre planete,Negatif
Intouchable,Vingt millions d'entrées. Un public qui en redemande. Ce pays est foutu.,Negatif
Intouchable,franchement je ne comprends pas tout cette abattage médiatique pour un navet ce film et vraiment pitoyablealler passons a autre chose,Negatif
Intouchable,"Parmi les derniers sans doute à ne pas avoir vu ce succès phénoménal 2011, son passage sur une chaîne cryptée me donne l'occasion de le visionner. Le tandem Toledano/Nakache avait réalisé un 1er film sympathique (""Je préfère qu'on reste amis""), mais n'avait pas réussi à transformer cet essai honorable. On allait de mal en pis avec les suivants, de plus en plus racoleurs. ""Intouchables"" est une manière de chef d'oeuvre à cet égard, formaté bien-pensance (très ""vendeur"" l'alliance brave garçon qui cherche à s'en sortir - de sa banlieue, de la délinquance, du communautarisme - et grand bourgeois super friqué brisé, au propre et au figuré, et que son contraire - milieu, culture - attire, parce que décontracté et rigolo), enfilant les clichés sans vergogne (et même sans un poil d'imagination, au moins formelle) et surfant sur la guimauve et la larme facile. Seul Cluzet s'en sort avec les honneurs. Navrant. Plus navrant encore d'en avoir fait un succès semblable, un succès à la ""Ch'tis"", cette autre daube majuscule, pseudo fédératrice. 3.429 ""Cinq étoiles"" (au moment où j'écris) : hallucinant ! Une oeuvrette genre téléfilm (et encore il y en a de bien meilleurs) représentant notre pays aux prochains Oscars ? Pauvre France !",Negatif
Intouchable,"D'un profond racisme, ce film met en scène la caricature d'un roi bourgeois et de son bouffon qui fait des blagues Canal . Alignant tous les clichés possible et pensant améliorer les rapports pauvres/riches-banlieusards/aristos, le film ne fait que nous conforter dans toutes les idées préconçues que nous avons inconsciemment. Les flics et les bourgeois sont profondément ridiculisés, tandis que Omar passe pour un excessif violent de manière injustifiée (voisin mal garé, petit ami de la fille de Cluzet), un inculte profond (Berlioz, opéra et j'en passe), un dragueur vulgaire qui demande un ""06"" (un sketch, ça, non ?).Basé sur une histoire vraie, le film évoque aussi la possibilité de se faire 11000 euros en lançant de la peinture sur une toile, aussi grâce à la stupidité déconcertante de l'Art contemporain et de ses admirateurs qui achètent bêtement en disant ""oui, j'aime donc j'achète"".L'insulte va plus loin quand le handicapé simule un étouffement (très drôle soit dit en passant, faut le dire) et que la police se voit obligée de se ridiculiser quand elle a voulu, une fois de plus il faut le dire!, arrêter un banlieusard qui conduisait comme un con autour des voitures dans un embouteillage. ""On va vous aider alors, on vous escorte !"". Rires dans le film et dans la salle. Affligeant et bas.Est-ce la meilleure façon de parler de tolérance et d'amitié ?Est-ce vraiment ""le retour de la tolérance"" titré par Paris Match ?Bref, ce film est une blague de mauvais goût qui prônent la différence, la stupidité et la violence injustifiée. Sur fond d'idéologie d'amitié bon-enfant et superficielle, ce film rappelle les reportages du midi sur TF1, ""teinté d'humour canal"" très en vogue aujourd'hui, comme le signale d'ailleurs un critique français.Vous souvenez-vous du tapage médiatique autour d'un jeune adolescent vivant en seine-saint-denis qui a sauvé un bambin des flammes ? Un ""comme quoi..."" était sous-entendu. Exactement comme dans Intouchables avec le personnage féminin qui assimile le noir Barack O'Bama au costume chic.Comme quoi, les noirs du 9.3. (dixit Marie Drucker sur France 2) peuvent porter un costume.La supposée légèreté du film n'excuse pas le contenu qu'il expose. Il doit s'assumer, et être critiqué.",Negatif
Intouchable,"J'avais envie de faire, pour le fun, la statistique exacte des fautes d'orthographe et de syntaxe 0,5 étoiles vs 5 étoiles. Déjà le premier quart d'heure de lecture était prometteur... Les seuls qui ont terminé leur bac avec force et honneur ont mis ""nul"". Le premier quart d'heure du film, tout compte fait, suffisait aussi pour se faire une opinion de la totalité de ce dur travail d'un... j'en sais rien, un débutant sur Youtube s'improvisant podcasteur qui a du coup gagné au loto? (ceci sans dénigrer les vrais podcasteurs, dommage les gars qu'on ne vous ait pas consultés pour le scénario... :( ).Je crois que la création de ce ""grand succès cinématographique et humain"" s'est déroulée un peu comme dans la World Company des Guignols: deux ou trois types, un seul sourcil le long du front, se sont assis autour d'une table et ont réuni des éléments pour avoir une histoire ""qui déchire"" : le titre de travail était ""Les aventures d'un gentil comme on les aime"". Ils l'ont fait en noir et musclé. L'ont pourvu de l'inculture affligeante et le mépris de toute culture occidentale (montrée, évidemment, en caricature). Ont ajouté un blanc, ridicule et diminué. L'ont fait ""évoluer"" vers les parades et onomatopées des primates. Le pauvre type a commencé par exposer une pathétique graphomanie (ange/pâquerettes/symbolique blabla), et a fini par émettre ""je kiffe grave"". Là, public être content. Ensuite, comme déjà dit dans beaucoup de critiques, on ajoute des clichés m6/tf1 en puissance (maman pauvre héroïque, fille riche hystérique, lesbienne sexy, les aristos qui peuvent enfin vivre quand on leur permet de bouger leur croupion dans le rythme... et ça n'en finit pas). Là, il faut juste une conclusion. Les gars à un sourcil ne connaissent qu'une: ""Ils vécurent heureux et eurent beaucoup d'enfants"". On nous achève donc avec le trajet en voiture en tralalala, l'incontournable bord de mer, adieux des deux braves protagonistes et la belle princesse faisant son apparition.Y a aussi les dialogues... que dire sur les dialogues? S'il y avait un soupçon de lien entre les questions et des réponses, ce serait pas mal.Et on se lave comment après ça?",Negatif
Intouchable,"je reprend la critique Télérama qui résume parfaitement le film""Ça recommence, alors allons-y une fois de plus : une histoire vraie ne fait pas forcément un bon film. Et ce n'est pas parce qu'il est généreux qu'il est forcément génial. Intouchables ruisselle de bons sentiments, et c'est la barbe ! La barbe, aussi, avec les clichés démagos : le milliardaire paralysé qui n'aime que l'opéra (bien sûr !) et le gars du peuple, pas cultivé mais pétri de bon sens, qui, lui, se tord de rire devant Wagner et l'art moderne qu'il copie avec succès. Ben voyons...S'il y avait du rythme, au moins. Mais non. Au bout de dix minutes, les deux personnages sont clairement définis. Ils n'évolueront plus. Techniquement, c'est la même fadasserie : des champs-contrechamps, à satiété durant près de deux heures. Au secours, Howard Hawks et Frank Capra et, chez nous, René Clair et Michel Deville, chez qui l'invention allait de pair avec la rapidité !Décidément, 2011 risque d'être une sale année pour les fans du cinéma français qui croient encore à la mise en scène. Il y en avait peu dans La guerre est déclarée. Presque pas dans Polisse. Et plus du tout ici. D'accord, on a parfaitement le droit de prôner, désormais, un cinéma où le cinéma n'a plus de raison d'être. Mais alors, il faut se l'avouer et le dire. Pierre Murat""",Negatif
Intouchable,"Ce film merite amplement un oscar et une adaptation US sera bientot disponible. Il deviendra un grand classique du cinema francais. Non mais serieusement ce film est un concentre de cliches et fait l'apologie de la vulgarite, l'incivilite, la niaiserie, l'humour minable, l'imbecilite des flics, l'illusion du tout est possible quand on est bete et ireespectueux, de la cool attitude et beaucoup d'autres choses. Encore si l'histoire etait interessante mais des le depart tu sens que ca va etre le vide absolu. Bravo c'est dla bombe pour les jeunes. Omar Sy est probablement devenu l'idole des jeunes voire des bobos en manque de sensations fortes. La sur-meditisation est loin d'etre un gage de qualite et ce film en est malheureusement un parfait exemple.",Negatif
Intouchable,"Un film affligeant qui reflète de la connerie ambiante qu'on vit actuellement en France. Je ne comprends pas que ce navet insipide soit passé devant ""La grande vadrouille"" qui restera un chef d'oeuvre à coté de cette mièvrerie digne des téléfilms de TF1. Mais bon, le principal était de se faire du fric sur le dos des gogos qui sont allés voir ça !",Negatif
Intouchable,"Le succès phénoménal de ce film fait partie d'un des plus grands mystères de ma vie,à l'égal des interrogations philosophiques telles que ""y a t-il une vie après la mort?Bon,j'abuse,ce n'est que du ciné mais tout de même!...la première fois,j'ai tenu 20 minutes qui m'ont paru une éternité..mais vu qu'il a fait 19 millions d'entrées et déclenché un tsunami d'enthousiasme,je me suis dit que c'est peut-être moi le problème...je me lance une deuxième fois (et ce fut la dernière d'ailleurs!!)mais vraiment rien à faire...il n' y a rien,rien de rien!!!c mal joué,les clichés s'enchainent,pas de rythme,dialogues creux,humour à 2 francs(même pas en euros!)bref,j'ai beau essayer de déceler ne serait-ce qu'une parcelle d'intérêt,même pas...et pourtant,des milliers de fans crient leur enthousiasme,le film est encensé par la critique..j'avoue,c un vrai mystère...(",Negatif
Intouchable,"Je viens de voir ce film, enfin une partie car j'ai en partie dormi et suis sorti avant la fin. Comment peut on dresser tant de lauriers à ce film? Il n'y a pas de scénario, Omar Sy fait son ""cinéma"" jusqu'à plus soif, François Cluzet attend ""que ça se passe"". L'humour est convenu à un point que ça en devient écoeurant. Tous les poncifs éculés sur l'art moderne, la musique classique etc... sont au rendez-vous. Je ne comprends pas l'engouement pour ce film. C'est vrai que dans la salle les gens riaient à des plaisanteries de potache. Après tout si ça leur fait oublier la morosité ambiante, pourquoi pas.",Negatif
